participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.residence,player.age,player.gender,player.strategy_1,player.strategy_2,player.strategy_3,player.payoff_selfS1_otherS1,player.payoff_selfS1_otherS2,player.payoff_selfS1_otherS3,player.payoff_selfS2_otherS1,player.payoff_selfS2_otherS2,player.payoff_selfS2_otherS3,player.payoff_selfS3_otherS1,player.payoff_selfS3_otherS2,player.payoff_selfS3_otherS3,player.decision,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2,y6rpaqux,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 14:56:20.810763+00:00,1,,,8,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,8,g70gin0g,,,,,0
1,0ft278ku,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 14:58:25.164940+00:00,1,,,35,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,9,g70gin0g,,,,,0
2,y6rpaqux,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 14:56:20.810763+00:00,1,,,8,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,9,g70gin0g,,,,,0
1,0ft278ku,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 14:58:25.164940+00:00,1,,,35,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,10,g70gin0g,,,,,0
2,y6rpaqux,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 14:56:20.810763+00:00,1,,,8,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,10,g70gin0g,,,,,0
1,0ft278ku,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 14:58:25.164940+00:00,1,,,35,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,11,g70gin0g,,,,,0
2,y6rpaqux,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 14:56:20.810763+00:00,1,,,8,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,11,g70gin0g,,,,,0
1,0ft278ku,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 14:58:25.164940+00:00,1,,,35,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,12,g70gin0g,,,,,0
2,y6rpaqux,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 14:56:20.810763+00:00,1,,,8,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,12,g70gin0g,,,,,0
1,ud10skc2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:42:27.647177+00:00,1,,,29,1,,5,Zurich,1,2,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,1,c2at245f,,,,,0
2,4oucv5om,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:41:42.065071+00:00,1,,,2,2,,3,Bern,2,2,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,1,c2at245f,,,,,0
1,ud10skc2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:42:27.647177+00:00,1,,,29,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,2,c2at245f,,,,,0
2,4oucv5om,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:41:42.065071+00:00,1,,,2,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,2,c2at245f,,,,,0
1,ud10skc2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:42:27.647177+00:00,1,,,29,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,3,c2at245f,,,,,0
2,4oucv5om,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:41:42.065071+00:00,1,,,2,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,3,c2at245f,,,,,0
1,ud10skc2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:42:27.647177+00:00,1,,,29,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,4,c2at245f,,,,,0
2,4oucv5om,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:41:42.065071+00:00,1,,,2,2,,3,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,4,c2at245f,,,,,0
1,ud10skc2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:42:27.647177+00:00,1,,,29,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,5,c2at245f,,,,,0
2,4oucv5om,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:41:42.065071+00:00,1,,,2,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,5,c2at245f,,,,,0
1,ud10skc2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:42:27.647177+00:00,1,,,29,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,6,c2at245f,,,,,0
2,4oucv5om,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:41:42.065071+00:00,1,,,2,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,6,c2at245f,,,,,0
1,ud10skc2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:42:27.647177+00:00,1,,,29,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,7,c2at245f,,,,,0
2,4oucv5om,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:41:42.065071+00:00,1,,,2,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,7,c2at245f,,,,,0
1,ud10skc2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:42:27.647177+00:00,1,,,29,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,8,c2at245f,,,,,0
2,4oucv5om,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:41:42.065071+00:00,1,,,2,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,8,c2at245f,,,,,0
1,ud10skc2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:42:27.647177+00:00,1,,,29,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,9,c2at245f,,,,,0
2,4oucv5om,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:41:42.065071+00:00,1,,,2,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,9,c2at245f,,,,,0
1,ud10skc2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:42:27.647177+00:00,1,,,29,1,,1,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,10,c2at245f,,,,,0
2,4oucv5om,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:41:42.065071+00:00,1,,,2,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,10,c2at245f,,,,,0
1,ud10skc2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:42:27.647177+00:00,1,,,29,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,11,c2at245f,,,,,0
2,4oucv5om,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:41:42.065071+00:00,1,,,2,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,11,c2at245f,,,,,0
1,ud10skc2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:42:27.647177+00:00,1,,,29,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,12,c2at245f,,,,,0
2,4oucv5om,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-14 15:41:42.065071+00:00,1,,,2,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,12,c2at245f,,,,,0
1,2gcsc14h,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:51:54.115605+00:00,1,,,33,1,,5,Zurich,1,1,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,1,h8s94n04,,,,,0
2,9a8o9kzr,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:52:00.013560+00:00,1,,,12,2,,3,Bern,2,2,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,1,h8s94n04,,,,,0
1,2gcsc14h,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:51:54.115605+00:00,1,,,33,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,2,h8s94n04,,,,,0
2,9a8o9kzr,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:52:00.013560+00:00,1,,,12,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,2,h8s94n04,,,,,0
1,2gcsc14h,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:51:54.115605+00:00,1,,,33,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,3,h8s94n04,,,,,0
2,9a8o9kzr,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:52:00.013560+00:00,1,,,12,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,3,h8s94n04,,,,,0
1,2gcsc14h,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:51:54.115605+00:00,1,,,33,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,4,h8s94n04,,,,,0
2,9a8o9kzr,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:52:00.013560+00:00,1,,,12,2,,3,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,4,h8s94n04,,,,,0
1,2gcsc14h,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:51:54.115605+00:00,1,,,33,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,5,h8s94n04,,,,,0
2,9a8o9kzr,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:52:00.013560+00:00,1,,,12,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,5,h8s94n04,,,,,0
1,2gcsc14h,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:51:54.115605+00:00,1,,,33,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,6,h8s94n04,,,,,0
2,9a8o9kzr,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:52:00.013560+00:00,1,,,12,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,6,h8s94n04,,,,,0
1,2gcsc14h,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:51:54.115605+00:00,1,,,33,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,7,h8s94n04,,,,,0
2,9a8o9kzr,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:52:00.013560+00:00,1,,,12,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,7,h8s94n04,,,,,0
1,2gcsc14h,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:51:54.115605+00:00,1,,,33,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,8,h8s94n04,,,,,0
2,9a8o9kzr,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:52:00.013560+00:00,1,,,12,2,,3,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,8,h8s94n04,,,,,0
1,2gcsc14h,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:51:54.115605+00:00,1,,,33,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,9,h8s94n04,,,,,0
2,9a8o9kzr,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:52:00.013560+00:00,1,,,12,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,9,h8s94n04,,,,,0
1,2gcsc14h,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:51:54.115605+00:00,1,,,33,1,,1,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,10,h8s94n04,,,,,0
2,9a8o9kzr,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:52:00.013560+00:00,1,,,12,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,10,h8s94n04,,,,,0
1,2gcsc14h,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:51:54.115605+00:00,1,,,33,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,11,h8s94n04,,,,,0
2,9a8o9kzr,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:52:00.013560+00:00,1,,,12,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,11,h8s94n04,,,,,0
1,2gcsc14h,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:51:54.115605+00:00,1,,,33,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,12,h8s94n04,,,,,0
2,9a8o9kzr,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 09:52:00.013560+00:00,1,,,12,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,12,h8s94n04,,,,,0
1,91cnz375,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:36:51.608783+00:00,1,,,22,1,,3,Aarau,1,1,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,1,z3jz22zl,,,,,0
2,u9gsm6a2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:26:39.902766+00:00,1,,,1,2,,-2,Bern,2,2,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,1,z3jz22zl,,,,,0
1,91cnz375,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:36:51.608783+00:00,1,,,22,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,2,z3jz22zl,,,,,0
2,u9gsm6a2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:26:39.902766+00:00,1,,,1,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,2,z3jz22zl,,,,,0
1,91cnz375,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:36:51.608783+00:00,1,,,22,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,3,z3jz22zl,,,,,0
2,u9gsm6a2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:26:39.902766+00:00,1,,,1,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,3,z3jz22zl,,,,,0
1,91cnz375,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:36:51.608783+00:00,1,,,22,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,4,z3jz22zl,,,,,0
2,u9gsm6a2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:26:39.902766+00:00,1,,,1,2,,3,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,4,z3jz22zl,,,,,0
1,91cnz375,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:36:51.608783+00:00,1,,,22,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,5,z3jz22zl,,,,,0
2,u9gsm6a2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:26:39.902766+00:00,1,,,1,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,5,z3jz22zl,,,,,0
1,91cnz375,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:36:51.608783+00:00,1,,,22,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,6,z3jz22zl,,,,,0
2,u9gsm6a2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:26:39.902766+00:00,1,,,1,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,6,z3jz22zl,,,,,0
1,91cnz375,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:36:51.608783+00:00,1,,,22,1,,1,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,7,z3jz22zl,,,,,0
2,u9gsm6a2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:26:39.902766+00:00,1,,,1,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,7,z3jz22zl,,,,,0
1,91cnz375,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:36:51.608783+00:00,1,,,22,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,8,z3jz22zl,,,,,0
2,u9gsm6a2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:26:39.902766+00:00,1,,,1,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,8,z3jz22zl,,,,,0
1,91cnz375,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:36:51.608783+00:00,1,,,22,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,9,z3jz22zl,,,,,0
2,u9gsm6a2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:26:39.902766+00:00,1,,,1,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,9,z3jz22zl,,,,,0
1,91cnz375,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:36:51.608783+00:00,1,,,22,1,,1,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,10,z3jz22zl,,,,,0
2,u9gsm6a2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:26:39.902766+00:00,1,,,1,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,10,z3jz22zl,,,,,0
1,91cnz375,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:36:51.608783+00:00,1,,,22,1,,0,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,11,z3jz22zl,,,,,0
2,u9gsm6a2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:26:39.902766+00:00,1,,,1,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,11,z3jz22zl,,,,,0
1,91cnz375,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:36:51.608783+00:00,1,,,22,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,12,z3jz22zl,,,,,0
2,u9gsm6a2,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:26:39.902766+00:00,1,,,1,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,12,z3jz22zl,,,,,0
1,z4hj5nyo,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:58:26.831707+00:00,1,,,38,1,,3,Zürich,1,1,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,1,a39xmfdi,,,,,0
2,0ak6bge8,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:56:04.624166+00:00,1,,,2,2,,-2,Bern,2,2,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,1,a39xmfdi,,,,,0
1,z4hj5nyo,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:58:26.831707+00:00,1,,,38,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,2,a39xmfdi,,,,,0
2,0ak6bge8,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:56:04.624166+00:00,1,,,2,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,2,a39xmfdi,,,,,0
1,z4hj5nyo,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:58:26.831707+00:00,1,,,38,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,3,a39xmfdi,,,,,0
2,0ak6bge8,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:56:04.624166+00:00,1,,,2,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,3,a39xmfdi,,,,,0
1,z4hj5nyo,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:58:26.831707+00:00,1,,,38,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,4,a39xmfdi,,,,,0
2,0ak6bge8,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:56:04.624166+00:00,1,,,2,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,4,a39xmfdi,,,,,0
1,z4hj5nyo,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:58:26.831707+00:00,1,,,38,1,,5,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,5,a39xmfdi,,,,,0
2,0ak6bge8,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:56:04.624166+00:00,1,,,2,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,5,a39xmfdi,,,,,0
1,z4hj5nyo,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:58:26.831707+00:00,1,,,38,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,6,a39xmfdi,,,,,0
2,0ak6bge8,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:56:04.624166+00:00,1,,,2,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,6,a39xmfdi,,,,,0
1,z4hj5nyo,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:58:26.831707+00:00,1,,,38,1,,1,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,buy article,1,7,a39xmfdi,,,,,0
2,0ak6bge8,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:56:04.624166+00:00,1,,,2,2,,4,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,7,a39xmfdi,,,,,0
1,z4hj5nyo,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:58:26.831707+00:00,1,,,38,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,8,a39xmfdi,,,,,0
2,0ak6bge8,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:56:04.624166+00:00,1,,,2,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,8,a39xmfdi,,,,,0
1,z4hj5nyo,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:58:26.831707+00:00,1,,,38,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,9,a39xmfdi,,,,,0
2,0ak6bge8,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:56:04.624166+00:00,1,,,2,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,9,a39xmfdi,,,,,0
1,z4hj5nyo,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:58:26.831707+00:00,1,,,38,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,10,a39xmfdi,,,,,0
2,0ak6bge8,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:56:04.624166+00:00,1,,,2,2,,0,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,on order inventory,1,10,a39xmfdi,,,,,0
1,z4hj5nyo,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:58:26.831707+00:00,1,,,38,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,11,a39xmfdi,,,,,0
2,0ak6bge8,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:56:04.624166+00:00,1,,,2,2,,-2,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,11,a39xmfdi,,,,,0
1,z4hj5nyo,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:58:26.831707+00:00,1,,,38,1,,3,,,,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,change to another store,1,12,a39xmfdi,,,,,0
2,0ak6bge8,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 10:56:04.624166+00:00,1,,,2,2,,-1,,,,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,low availability,1,12,a39xmfdi,,,,,0
1,i5bmdwsl,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:35.439500+00:00,1,,,21,1,,0,Hüntwangen,2,1,buy article,postpone purchase,change to another store,5,5,1,0,0,0,3,3,3,postpone purchase,1,1,ymvtc316,,,,,0
2,kjjlm2l5,,0,60,61,shopping_game_3x3,ResultsSummary,2021-04-15 14:50:41.156447+00:00,1,,,12,2,,-2,Bern,2,2,low availability,high availability,on order inventory,4,-1,-1,3,-2,-2,4,0,0,high availability,1,1,ymvtc316,,,,,0
